Band,Capture,Channel,AppliedSignalScale,BandpassLowHz,BandpassHighHz,EstimatedLineF0Hz,RemovedHarmonicsHz,RemovedLineRmsV,LineFitFraction,RawRmsV,ProcessedRmsV,PeakAmplitudeV,ConservativeSlewDemandVPerS,SlewMarginToModel,SlewMarginToDataSheetMinimum
250Hzto2.5kHz_80ms_10ms_div,ALL0006_F0006,2,1,125,3750,50,150;200;250;300;350;400;450;500;550;600,0.12388858812996,0.83048,1.33192077640676,1.36716087908116,2.442624,38368.6480694106,112.07066749449,78.1888377868532
250Hzto2.5kHz_80ms_10ms_div,ALL0006_F0006,3,1,125,3750,50,150;200;250;300;350;400;450;500;550;600,0.00691540299713595,0.83048,0.113317273686936,0.11306791514016,0.3922304,6161.14071577293,697.922705935236,486.922818094351
250Hzto2.5kHz_80ms_10ms_div,ALL0006_F0006,4,1,125,3750,50,150;200;250;300;350;400;450;500;550;600,0.0168103432664,0.83048,0.154233552695125,0.155008910671591,0.3950048,6204.72088906353,693.020697768888,483.502812396898
1kHzto10kHz_20ms_2.5ms_div,ALL0003_F0003,1,1,500,15000,NaN,,0,1,0.58739504117757,0.593989596648339,0.85616,53794.1193259487,79.9343878825395,55.7681775924694
1kHzto10kHz_20ms_2.5ms_div,ALL0003_F0003,2,1,500,15000,NaN,,0,1,0.976488541204658,0.982382041736804,2.448336,153833.487822388,27.9523012893308,19.5016055506959
1kHzto10kHz_20ms_2.5ms_div,ALL0003_F0003,3,1,500,15000,NaN,,0,1,0.214230942207329,0.213771378976406,0.7832064,49210.3094496902,87.38006422,60.9628355023256
1kHzto10kHz_20ms_2.5ms_div,ALL0003_F0003,4,1,500,15000,NaN,,0,1,0.022321566841062,0.0163380810751645,0.1082376,6800.76898004381,632.281439439853,441.126585655711
1kHzto10kHz_20ms_2.5ms_div,ALL0004_F0004,1,1,500,15000,NaN,,0,1,0.359595497546897,0.362214440142174,0.535488,33645.7033377098,127.802351368313,89.1644311871949
1kHzto10kHz_20ms_2.5ms_div,ALL0004_F0004,2,1,500,15000,NaN,,0,1,0.62221086586462,0.624385188320711,2.00872,126211.599902378,34.0697685737758,23.7696059817041
1kHzto10kHz_20ms_2.5ms_div,ALL0004_F0004,3,1,500,15000,NaN,,0,1,0.134821557692233,0.134445995024189,0.5175488,32518.5501590843,132.232217579318,92.2550355204545
