Band,Capture,Channel,AppliedSignalScale,BandpassLowHz,BandpassHighHz,EstimatedLineF0Hz,RemovedHarmonicsHz,RemovedLineRmsV,LineFitFraction,RawRmsV,ProcessedRmsV,PeakAmplitudeV,ConservativeSlewDemandVPerS,SlewMarginToModel,SlewMarginToDataSheetMinimum
10Hzto100Hz_2s_250ms_div,ALL0004_F0004,2,1,5,150,49.515,49.52;99.03;148.5,0.0737378753434448,0.977866666666667,1.65222303687608,1.63608905022807,2.181696,1370.80002519325,3136.85433394547,2188.50302368289
10Hzto100Hz_2s_250ms_div,ALL0004_F0004,3,1,5,150,49.515,49.52;99.03;148.5,0.00171805349805483,0.977866666666667,0.0425396062041011,0.0402893941261547,0.126852,79.7034622586345,53949.9775561402,37639.5192252141
10Hzto100Hz_2s_250ms_div,ALL0004_F0004,4,1,5,150,49.515,49.52;99.03;148.5,0.0099779907506565,0.977866666666667,0.206006330931843,0.203424634190759,0.386304,242.72196169047,17715.7434376851,12359.8210030361
10Hzto100Hz_2s_250ms_div,ALL0005_F0005,1,1,5,150,51.435,51.44;102.9,0.0764694226237693,0.9746,1.5303836288931,1.52271894583757,2.337696,1468.81771598525,2927.52460240831,2042.45902493603
10Hzto100Hz_2s_250ms_div,ALL0005_F0005,2,1,5,150,51.435,51.44;102.9,0.0846556537439011,0.9746,1.79688993819432,1.77227088388502,2.212496,1390.15223593936,3093.18640709475,2158.03702820564
10Hzto100Hz_2s_250ms_div,ALL0005_F0005,3,1,5,150,51.435,51.44;102.9,0.00196858819867876,0.9746,0.046112286265593,0.0434844625123629,0.1515256,95.2063423581571,45165.0582670618,31510.5057677175
10Hzto100Hz_2s_250ms_div,ALL0005_F0005,4,1,5,150,51.435,51.44;102.9,0.0113895137121123,0.9746,0.222946317289522,0.219892697215605,0.4839552,304.078020197316,14141.1075920901,9865.8890177373
10Hzto100Hz_2s_250ms_div,XD_ALL0003_F0003,1,1,5,150,49.585,49.59;99.17;148.8,0.0420940444098643,0.978,1.12908826935718,1.13015134725345,1.6272,1022.39991318426,4205.79065446872,2934.27254962934
10Hzto100Hz_2s_250ms_div,XD_ALL0003_F0003,2,1,5,150,49.585,49.59;99.17;148.8,0.0449560627313352,0.978,1.23140372843353,1.23304561032097,1.82776,1148.41547770506,3744.28948710525,2612.29499100367
10Hzto100Hz_2s_250ms_div,XD_ALL0003_F0003,3,1,5,150,49.585,49.59;99.17;148.8,0.00134356227873252,0.978,0.0355507927337774,0.0331857288338281,0.192444,120.916131325487,35561.8390438335,24810.5853794187
10Hzto100Hz_2s_250ms_div,XD_ALL0003_F0003,4,1,5,150,49.585,49.59;99.17;148.8,0.0062385361930983,0.978,0.165320632364627,0.164740888481204,0.3821616,240.119215008824,17907.7713536669,12493.7939676746
10Hzto100Hz_2s_250ms_div,XD_ALL0004_F0004,1,1,5,150,48.185,48.19;96.37;144.6,0.0404731153407082,0.9744,1.12786270892161,1.14039796338323,1.620768,1018.35856839468,4222.48128847034,2945.91717800256
10Hzto100Hz_2s_250ms_div,XD_ALL0004_F0004,2,1,5,150,48.185,48.19;96.37;144.6,0.0454607692475427,0.9744,1.22814639117004,1.24226427226242,1.821184,1144.28365504705,3757.80950906196,2621.72756446183
10Hzto100Hz_2s_250ms_div,XD_ALL0004_F0004,3,1,5,150,48.185,48.19;96.37;144.6,0.0017169701383787,0.9744,0.0345520464551667,0.0326432021178674,0.1091024,68.551059665803,62726.9661616197,43762.9996476417
10Hzto100Hz_2s_250ms_div,XD_ALL0004_F0004,4,1,5,150,48.185,48.19;96.37;144.6,0.00628310333431924,0.9744,0.165910789260253,0.166533119784397,0.4270448,268.320161286745,16025.6313926583,11180.6730646453
10Hzto100Hz_2s_250ms_div,Osciloscopio_ALL0000_F0000,1,1,5,150,49.115,49.12;98.23;147.3,0.0128680383619014,0.976933333333333,0.382059337464745,0.380150736630494,0.626784,393.820001957525,10918.6937652389,7617.69332458528
10Hzto100Hz_2s_250ms_div,Osciloscopio_ALL0000_F0000,2,1,5,150,49.115,49.12;98.23;147.3,0.0162001108349013,0.976933333333333,0.413984898739072,0.411427318286234,0.798296,501.584169798024,8572.83833684686,5981.0500024513
